Seed,Center,Time,ETs,ENs,ETq,ENq,ES,ENS,Rho
2,1,9120.00,21.85330,8.88030,1.80927,0.73521,20.04403,8.14508,0.74046
2,1,9180.00,21.86621,8.87273,1.80222,0.73129,20.06399,8.14143,0.74013
2,1,9240.00,21.80593,8.86869,1.79155,0.72864,20.01438,8.14005,0.74000
2,1,9300.00,21.81525,8.87857,1.79801,0.73177,20.01724,8.14680,0.74062
2,1,9360.00,21.78648,8.86123,1.78762,0.72708,19.99886,8.13415,0.73947
2,1,9420.00,21.81655,8.85863,1.78774,0.72591,20.02881,8.13272,0.73934
2,1,9480.00,21.82231,8.85783,1.78884,0.72610,20.03346,8.13173,0.73925
2,1,9540.00,21.83112,8.84687,1.78052,0.72154,20.05061,8.12533,0.73867
2,1,9600.00,21.88760,8.87132,1.79911,0.72920,20.08849,8.14212,0.74019
2,1,9660.00,21.91325,8.89233,1.81574,0.73682,20.09752,8.15551,0.74141
2,1,9720.00,21.96653,8.91995,1.84701,0.75001,20.11952,8.16993,0.74272
2,1,9780.00,21.99881,8.94348,1.86415,0.75786,20.13466,8.18562,0.74415
2,1,9840.00,21.99530,8.94341,1.85340,0.75360,20.14190,8.18981,0.74453
2,1,9900.00,21.94872,8.92581,1.84190,0.74904,20.10683,8.17678,0.74334
2,1,9960.00,21.86166,8.90928,1.82692,0.74453,20.03474,8.16476,0.74225
3,1,60.00,26.18400,6.54600,1.39182,0.34796,24.79217,6.19804,0.56346
3,1,120.00,25.31684,7.59505,1.28614,0.38584,24.03070,7.20921,0.65538
3,1,180.00,24.36794,8.12265,0.99050,0.33017,23.37744,7.79248,0.70841
3,1,240.00,24.81946,8.89364,1.05797,0.37910,23.76150,8.51454,0.77405
3,1,300.00,24.25802,9.46063,1.74777,0.68163,22.51025,8.77900,0.79809
3,1,360.00,22.99258,9.45251,1.58667,0.65230,21.40591,8.80021,0.80002
3,1,420.00,22.41347,9.39231,1.34942,0.56547,21.06405,8.82684,0.80244
3,1,480.00,22.10868,9.44225,1.28169,0.54739,20.82699,8.89486,0.80862
3,1,540.00,21.94265,9.10214,1.17297,0.48657,20.76968,8.61557,0.78323
3,1,600.00,21.94187,9.21559,1.33915,0.56244,20.60273,8.65314,0.78665
3,1,660.00,21.89571,9.18956,1.22431,0.51384,20.67140,8.67572,0.78870
3,1,720.00,21.18334,8.85581,1.12669,0.47102,20.05665,8.38479,0.76225
3,1,780.00,21.34135,8.61862,1.07694,0.43492,20.26440,8.18370,0.74397
3,1,840.00,21.42254,8.69653,1.01028,0.41012,20.41226,8.28641,0.75331
3,1,900.00,21.09060,8.69401,1.02252,0.42151,20.06808,8.27251,0.75205
3,1,960.00,21.35639,8.60929,0.98156,0.39569,20.37483,8.21360,0.74669
3,1,1020.00,21.92465,8.83435,1.19446,0.48130,20.73020,8.35305,0.75937
3,1,1080.00,22.52620,9.01048,1.41160,0.56464,21.11461,8.44584,0.76780
3,1,1140.00,22.32194,9.06584,1.42359,0.57818,20.89836,8.48767,0.77161
3,1,1200.00,22.23313,9.07853,1.44735,0.59100,20.78578,8.48753,0.77159
3,1,1260.00,21.95059,8.91961,1.38516,0.56286,20.56543,8.35675,0.75970
3,1,1320.00,21.92915,8.73843,1.34829,0.53727,20.58085,8.20116,0.74556
3,1,1380.00,21.83409,8.62288,1.30129,0.51391,20.53280,8.10897,0.73718
3,1,1440.00,21.79137,8.65601,1.25399,0.49811,20.53738,8.15790,0.74163
3,1,1500.00,21.62668,8.57858,1.20551,0.47819,20.42117,8.10040,0.73640
3,1,1560.00,21.52511,8.44446,1.17203,0.45979,20.35308,7.98467,0.72588
3,1,1620.00,21.83218,8.55768,1.24481,0.48794,20.58737,8.06974,0.73361
3,1,1680.00,21.84512,8.55600,1.22411,0.47944,20.62101,8.07656,0.73423
3,1,1740.00,21.98754,8.63074,1.24952,0.49047,20.73802,8.14027,0.74002
3,1,1800.00,21.71037,8.62384,1.20220,0.47754,20.50817,8.14630,0.74057
3,1,1860.00,21.62594,8.60387,1.16574,0.46379,20.46020,8.14008,0.74001
3,1,1920.00,21.55112,8.50820,1.13806,0.44930,20.41306,8.05891,0.73263
3,1,1980.00,21.59173,8.49493,1.12373,0.44211,20.46800,8.05282,0.73207
3,1,2040.00,21.69329,8.61351,1.24725,0.49523,20.44604,8.11828,0.73803
3,1,2100.00,21.51836,8.67907,1.27046,0.51242,20.24790,8.16665,0.74242
3,1,2160.00,21.58935,8.64573,1.24812,0.49982,20.34123,8.14591,0.74054
3,1,2220.00,21.81349,8.72540,1.27489,0.50996,20.53860,8.21544,0.74686
3,1,2280.00,21.50720,8.68778,1.22921,0.49654,20.27799,8.19124,0.74466
3,1,2340.00,21.49165,8.55074,1.21601,0.48381,20.27564,8.06693,0.73336
3,1,2400.00,21.38418,8.48239,1.18919,0.47171,20.19499,8.01068,0.72824
3,1,2460.00,21.33221,8.41148,1.16712,0.46021,20.16509,7.95128,0.72284
3,1,2520.00,21.40574,8.43488,1.15446,0.45491,20.25129,7.97997,0.72545
3,1,2580.00,21.40548,8.45434,1.13253,0.44731,20.27295,8.00703,0.72791
3,1,2640.00,21.24276,8.40055,1.10541,0.43714,20.13735,7.96341,0.72395
3,1,2700.00,21.28951,8.40541,1.10761,0.43730,20.18190,7.96811,0.72437
3,1,2760.00,21.28758,8.38391,1.08621,0.42779,20.20137,7.95612,0.72328
3,1,2820.00,21.32401,8.36325,1.08661,0.42617,20.23740,7.93708,0.72155
3,1,2880.00,21.44595,8.42200,1.12227,0.44072,20.32368,7.98128,0.72557
3,1,2940.00,21.34182,8.42784,1.09934,0.43413,20.24248,7.99372,0.72670
3,1,3000.00,21.48399,8.47185,1.16491,0.45936,20.31908,8.01249,0.72841
3,1,3060.00,21.32646,8.47483,1.19941,0.47663,20.12705,7.99820,0.72711
3,1,3120.00,21.42282,8.44553,1.18576,0.46746,20.23705,7.97807,0.72528
3,1,3180.00,21.39441,8.42321,1.16493,0.45864,20.22948,7.96456,0.72405
3,1,3240.00,21.48148,8.42021,1.14842,0.45015,20.33306,7.97006,0.72455
3,1,3300.00,21.50057,8.39825,1.13149,0.44197,20.36909,7.95629,0.72330
3,1,3360.00,21.42794,8.34797,1.11420,0.43407,20.31374,7.91390,0.71945
3,1,3420.00,21.50858,8.32043,1.11110,0.42982,20.39749,7.89061,0.71733
3,1,3480.00,21.45465,8.31676,1.09177,0.42322,20.36288,7.89354,0.71759
3,1,3540.00,21.32456,8.26477,1.07347,0.41605,20.25109,7.84873,0.71352
3,1,3600.00,21.41780,8.26370,1.07142,0.41339,20.34638,7.85031,0.71366
3,1,3660.00,21.33310,8.28260,1.05895,0.41114,20.27415,7.87147,0.71559
3,1,3720.00,21.33851,8.26007,1.04498,0.40451,20.29353,7.85556,0.71414
3,1,3780.00,21.28106,8.23093,1.02925,0.39809,20.25180,7.83284,0.71208
3,1,3840.00,21.22515,8.16947,1.01811,0.39187,20.20704,7.77761,0.70706
3,1,3900.00,21.26957,8.15333,1.00653,0.38584,20.26304,7.76750,0.70614
3,1,3960.00,21.14958,8.12870,0.98868,0.37999,20.16090,7.74871,0.70443
3,1,4020.00,21.12225,8.08110,0.97839,0.37432,20.14386,7.70678,0.70062
3,1,4080.00,21.01493,8.08148,0.98304,0.37803,20.03189,7.70344,0.70031
3,1,4140.00,20.96663,8.07772,0.96701,0.37256,19.99961,7.70517,0.70047
3,1,4200.00,20.84004,8.05815,0.94974,0.36723,19.89030,7.69091,0.69917
3,1,4260.00,20.88127,8.06331,0.94914,0.36651,19.93213,7.69680,0.69971
3,1,4320.00,20.90536,8.09115,0.94961,0.36753,19.95574,7.72361,0.70215
3,1,4380.00,20.91294,8.10735,0.95611,0.37066,19.95683,7.73669,0.70334
3,1,4440.00,20.91459,8.14444,0.97290,0.37886,19.94169,7.76558,0.70596
3,1,4500.00,20.93507,8.12281,0.96343,0.37381,19.97164,7.74900,0.70445
3,1,4560.00,20.95981,8.09894,0.95468,0.36889,20.00513,7.73005,0.70273
3,1,4620.00,20.97979,8.08312,0.94502,0.36410,20.03476,7.71902,0.70173
3,1,4680.00,21.03439,8.09914,0.95204,0.36658,20.08235,7.73256,0.70296
3,1,4740.00,21.27644,8.19188,1.08622,0.41822,20.19022,7.77366,0.70670
3,1,4800.00,21.21488,8.19867,1.08088,0.41771,20.13400,7.78095,0.70736
3,1,4860.00,21.17701,8.16579,1.06992,0.41256,20.10709,7.75323,0.70484
3,1,4920.00,21.27638,8.18189,1.10009,0.42304,20.17629,7.75885,0.70535
3,1,4980.00,21.26553,8.22438,1.15569,0.44696,20.10984,7.77742,0.70704
3,1,5040.00,21.32960,8.25252,1.16510,0.45078,20.16450,7.80174,0.70925
3,1,5100.00,21.50477,8.31518,1.24539,0.48155,20.25937,7.83362,0.71215
3,1,5160.00,21.55770,8.38077,1.33691,0.51974,20.22079,7.86103,0.71464
3,1,5220.00,21.57548,8.36567,1.32502,0.51376,20.25046,7.85190,0.71381
3,1,5280.00,21.60153,8.37878,1.31489,0.51002,20.28665,7.86876,0.71534
3,1,5340.00,21.58418,8.38307,1.30081,0.50522,20.28337,7.87785,0.71617
3,1,5400.00,21.61973,8.37564,1.30498,0.50556,20.31475,7.87008,0.71546
3,1,5460.00,21.71059,8.42180,1.33511,0.51790,20.37549,7.90390,0.71854
3,1,5520.00,21.70488,8.43423,1.32651,0.51546,20.37837,7.91877,0.71989
3,1,5580.00,21.69050,8.44297,1.31375,0.51138,20.37675,7.93159,0.72105
3,1,5640.00,21.69724,8.45192,1.30082,0.50672,20.39643,7.94520,0.72229
3,1,5700.00,21.64561,8.43040,1.28734,0.50139,20.35827,7.92901,0.72082
3,1,5760.00,21.65145,8.40497,1.27813,0.49616,20.37332,7.90881,0.71898
3,1,5820.00,21.59602,8.37866,1.26568,0.49105,20.33035,7.88762,0.71706
3,1,5880.00,21.67879,8.37657,1.27324,0.49197,20.40554,7.88459,0.71678
3,1,5940.00,21.62155,8.36470,1.26673,0.49006,20.35482,7.87464,0.71588
3,1,6000.00,21.56947,8.34019,1.25471,0.48516,20.31476,7.85504,0.71409
3,1,6060.00,21.63880,8.35915,1.25841,0.48613,20.38038,7.87302,0.71573
3,1,6120.00,21.63896,8.36211,1.24752,0.48209,20.39144,7.88002,0.71637
3,1,6180.00,21.61943,8.35042,1.23602,0.47741,20.38340,7.87301,0.71573
3,1,6240.00,21.72061,8.35408,1.23989,0.47688,20.48072,7.87720,0.71611
3,1,6300.00,21.67679,8.37825,1.24739,0.48213,20.42940,7.89613,0.71783
3,1,6360.00,21.69617,8.36121,1.23925,0.47758,20.45693,7.88364,0.71669
3,1,6420.00,21.70531,8.37108,1.22682,0.47315,20.47849,7.89793,0.71799
3,1,6480.00,21.68215,8.37841,1.21519,0.46957,20.46696,7.90884,0.71899
3,1,6540.00,21.67615,8.38873,1.20484,0.46628,20.47130,7.92246,0.72022
3,1,6600.00,21.64141,8.38441,1.19280,0.46212,20.44861,7.92229,0.72021
3,1,6660.00,21.69750,8.40860,1.20533,0.46711,20.49217,7.94149,0.72195
3,1,6720.00,21.68947,8.40790,1.21251,0.47003,20.47696,7.93787,0.72162
3,1,6780.00,21.62207,8.40008,1.20642,0.46869,20.41566,7.93139,0.72104
3,1,6840.00,21.56196,8.38836,1.19417,0.46458,20.36779,7.92378,0.72034
3,1,6900.00,21.54423,8.38039,1.18394,0.46054,20.36029,7.91986,0.71999
3,1,6960.00,21.47730,8.35948,1.17302,0.45657,20.30429,7.90292,0.71845
3,1,7020.00,21.47544,8.36074,1.16271,0.45266,20.31273,7.90807,0.71892
3,1,7080.00,21.59228,8.40208,1.21047,0.47102,20.38180,7.93106,0.72101
3,1,7140.00,21.60818,8.42235,1.23251,0.48040,20.37567,7.94194,0.72199
3,1,7200.00,21.55549,8.40065,1.22241,0.47640,20.33308,7.92425,0.72039
3,1,7260.00,21.59410,8.40266,1.23226,0.47950,20.36184,7.92317,0.72029
3,1,7320.00,21.56810,8.41804,1.23951,0.48378,20.32859,7.93426,0.72130
3,1,7380.00,21.58452,8.40860,1.23834,0.48242,20.34618,7.92619,0.72056
3,1,7440.00,21.60583,8.43615,1.24567,0.48638,20.36016,7.94977,0.72271
3,1,7500.00,21.60338,8.43972,1.24202,0.48521,20.36136,7.95451,0.72314
3,1,7560.00,21.65897,8.47164,1.28301,0.50183,20.37597,7.96981,0.72453
3,1,7620.00,21.66257,8.44897,1.27653,0.49788,20.38604,7.95109,0.72283
3,1,7680.00,21.64614,8.44989,1.26736,0.49473,20.37879,7.95516,0.72320
3,1,7740.00,21.63101,8.45677,1.26440,0.49432,20.36661,7.96245,0.72386
3,1,7800.00,21.65499,8.46488,1.25838,0.49190,20.39661,7.97298,0.72482
3,1,7860.00,21.69360,8.49252,1.28804,0.50424,20.40555,7.98828,0.72621
3,1,7920.00,21.62861,8.48759,1.27520,0.50042,20.35341,7.98717,0.72611
3,1,7980.00,21.65075,8.48395,1.26745,0.49666,20.38330,7.98729,0.72612
3,1,8040.00,21.67189,8.48007,1.25979,0.49295,20.41210,7.98712,0.72610
3,1,8100.00,21.68505,8.48126,1.25311,0.49010,20.43194,7.99116,0.72647
3,1,8160.00,21.77902,8.51677,1.28764,0.50354,20.49138,8.01323,0.72848
3,1,8220.00,21.76848,8.50613,1.27922,0.49986,20.48926,8.00626,0.72784
3,1,8280.00,21.75001,8.48723,1.27192,0.49633,20.47809,7.99091,0.72645
3,1,8340.00,21.72044,8.48764,1.26490,0.49428,20.45554,7.99336,0.72667
3,1,8400.00,21.71464,8.46871,1.25834,0.49075,20.45631,7.97796,0.72527
3,1,8460.00,21.71558,8.46291,1.25077,0.48745,20.46480,7.97547,0.72504
3,1,8520.00,21.72936,8.47496,1.24854,0.48696,20.48082,7.98800,0.72618
3,1,8580.00,21.76714,8.49375,1.25623,0.49019,20.51091,8.00356,0.72760
3,1,8640.00,21.73348,8.48712,1.24655,0.48679,20.48693,8.00033,0.72730
3,1,8700.00,21.69320,8.47032,1.23811,0.48343,20.45509,7.98689,0.72608
3,1,8760.00,21.64951,8.44726,1.23050,0.48012,20.41900,7.96714,0.72429
3,1,8820.00,21.65254,8.43762,1.22646,0.47793,20.42608,7.95969,0.72361
3,1,8880.00,21.64181,8.43007,1.21866,0.47470,20.42315,7.95537,0.72322
3,1,8940.00,21.61138,8.41007,1.21166,0.47152,20.39973,7.93855,0.72169
3,1,9000.00,21.55949,8.38425,1.20439,0.46837,20.35511,7.91587,0.71962
3,1,9060.00,21.54405,8.36556,1.19823,0.46527,20.34583,7.90029,0.71821
3,1,9120.00,21.55048,8.35554,1.19491,0.46329,20.35556,7.89224,0.71748
3,1,9180.00,21.55782,8.37420,1.20176,0.46683,20.35606,7.90738,0.71885
3,1,9240.00,21.61910,8.41600,1.25595,0.48893,20.36314,7.92708,0.72064
3,1,9300.00,21.56710,8.41813,1.25071,0.48818,20.31639,7.92995,0.72090
3,1,9360.00,21.62628,8.45412,1.29377,0.50576,20.33252,7.94836,0.72258
3,1,9420.00,21.63981,8.45147,1.28673,0.50254,20.35307,7.94893,0.72263
3,1,9480.00,21.62281,8.44613,1.27996,0.49997,20.34285,7.94616,0.72238
3,1,9540.00,21.57981,8.42834,1.27206,0.49682,20.30774,7.93152,0.72105
3,1,9600.00,21.58661,8.41878,1.26595,0.49372,20.32067,7.92506,0.72046
3,1,9660.00,21.60044,8.42104,1.26008,0.49125,20.34036,7.92979,0.72089
3,1,9720.00,21.64505,8.43533,1.26624,0.49347,20.37881,7.94186,0.72199
3,1,9780.00,21.59629,8.42874,1.25662,0.49044,20.33966,7.93829,0.72166
3,1,9840.00,21.55211,8.41934,1.24780,0.48745,20.30432,7.93189,0.72108
3,1,9900.00,21.52435,8.40754,1.24037,0.48450,20.28397,7.92304,0.72028
3,1,9960.00,21.52462,8.41535,1.23835,0.48415,20.28627,7.93120,0.72102
4,1,60.00,23.39714,3.50957,0.00000,0.00000,23.39714,3.50957,0.31905
4,1,120.00,19.76574,4.77672,0.00000,0.00000,19.76574,4.77672,0.43425
4,1,180.00,27.07748,6.16765,1.02506,0.23349,26.05242,5.93416,0.53947
4,1,240.00,27.06879,8.00785,3.44150,1.01811,23.62729,6.98974,0.63543
4,1,300.00,25.11570,7.95330,2.57856,0.81654,22.53714,7.13676,0.64880
4,1,360.00,24.33340,7.97595,2.07833,0.68123,22.25507,7.29472,0.66316
4,1,420.00,22.71991,7.95197,1.66832,0.58391,21.05159,7.36806,0.66982
4,1,480.00,22.77048,8.20686,1.52429,0.54938,21.24619,7.65748,0.69613
4,1,540.00,22.06500,8.17222,1.32012,0.48893,20.74488,7.68329,0.69848
4,1,600.00,21.38149,7.87552,1.19468,0.44004,20.18681,7.43548,0.67595
4,1,660.00,21.09595,7.76715,1.08652,0.40004,20.00943,7.36711,0.66974
4,1,720.00,21.13711,7.60349,1.01940,0.36670,20.11772,7.23679,0.65789
4,1,780.00,20.63796,7.59371,0.92036,0.33864,19.71760,7.25507,0.65955
4,1,840.00,20.56590,7.54083,0.85761,0.31446,19.70829,7.22637,0.65694
4,1,900.00,20.59699,7.50646,0.80531,0.29349,19.79168,7.21297,0.65572
4,1,960.00,20.19663,7.32128,0.75903,0.27515,19.43760,7.04613,0.64056
4,1,1020.00,21.03660,7.40406,0.80227,0.28237,20.23433,7.12169,0.64743
4,1,1080.00,21.53729,7.81724,1.32388,0.48052,20.21341,7.33672,0.66697
4,1,1140.00,21.55258,7.88371,1.26642,0.46324,20.28616,7.42046,0.67459
4,1,1200.00,21.61621,7.90793,1.20425,0.44055,20.41196,7.46738,0.67885
4,1,1260.00,21.90233,7.92656,1.15935,0.41957,20.74298,7.50698,0.68245
4,1,1320.00,21.98296,8.01046,1.13724,0.41440,20.84572,7.59606,0.69055
4,1,1380.00,22.01245,8.08718,1.08857,0.39993,20.92388,7.68725,0.69884
4,1,1440.00,21.88922,8.08685,1.03956,0.38406,20.84966,7.70279,0.70025
4,1,1500.00,21.86498,8.00258,1.00737,0.36870,20.85761,7.63389,0.69399
4,1,1560.00,21.73328,8.02459,0.96279,0.35549,20.77048,7.66910,0.69719
4,1,1620.00,21.57569,8.04427,0.91816,0.34233,20.65753,7.70194,0.70018
4,1,1680.00,21.35131,7.99403,0.88167,0.33010,20.46964,7.66393,0.69672
4,1,1740.00,21.57365,8.09632,0.98537,0.36980,20.58828,7.72652,0.70241
4,1,1800.00,21.60931,8.15151,1.01599,0.38325,20.59333,7.76826,0.70621
4,1,1860.00,21.39098,8.11937,0.98272,0.37301,20.40826,7.74636,0.70421
4,1,1920.00,21.27331,8.11045,0.94840,0.36158,20.32492,7.74887,0.70444
4,1,1980.00,21.10250,8.17455,0.93916,0.36381,20.16333,7.81075,0.71007
4,1,2040.00,20.98185,8.08418,0.91696,0.35330,20.06489,7.73089,0.70281
4,1,2100.00,20.90604,7.99407,0.89754,0.34320,20.00849,7.65087,0.69553
4,1,2160.00,20.89734,8.03967,0.97040,0.37334,19.92693,7.66633,0.69694
4,1,2220.00,21.12799,8.20375,1.23048,0.47778,19.89751,7.72597,0.70236
4,1,2280.00,21.16841,8.17955,1.20394,0.46521,19.96448,7.71434,0.70130
4,1,2340.00,21.14410,8.15042,1.17591,0.45328,19.96819,7.69714,0.69974
4,1,2400.00,21.24803,8.15393,1.15963,0.44501,20.08840,7.70892,0.70081
4,1,2460.00,21.24434,8.14366,1.13593,0.43544,20.10840,7.70822,0.70075
4,1,2520.00,21.28786,8.16879,1.13386,0.43509,20.15400,7.73370,0.70306
4,1,2580.00,21.37402,8.22651,1.13642,0.43739,20.23759,7.78912,0.70810
4,1,2640.00,21.52287,8.29935,1.16904,0.45079,20.35383,7.84856,0.71351
4,1,2700.00,21.55575,8.27900,1.14762,0.44077,20.40813,7.83823,0.71257
4,1,2760.00,21.49573,8.22445,1.12697,0.43119,20.36876,7.79326,0.70848
4,1,2820.00,21.57125,8.29193,1.16545,0.44800,20.40579,7.84393,0.71308
4,1,2880.00,21.61503,8.27826,1.15211,0.44124,20.46292,7.83702,0.71246
4,1,2940.00,21.69581,8.33149,1.14261,0.43878,20.55320,7.89271,0.71752
4,1,3000.00,21.77981,8.37071,1.15315,0.44320,20.62666,7.92751,0.72068
4,1,3060.00,22.13868,8.50820,1.35703,0.52152,20.78165,7.98667,0.72606
4,1,3120.00,22.07739,8.51961,1.33413,0.51484,20.74326,8.00477,0.72771
4,1,3180.00,22.01113,8.53451,1.30579,0.50630,20.70534,8.02820,0.72984
4,1,3240.00,21.89443,8.48071,1.28290,0.49693,20.61153,7.98379,0.72580
4,1,3300.00,21.89772,8.48703,1.26107,0.48876,20.63665,7.99827,0.72712
4,1,3360.00,21.98615,8.52618,1.26874,0.49202,20.71740,8.03416,0.73038
4,1,3420.00,21.99666,8.52210,1.24959,0.48413,20.74707,8.03797,0.73072
4,1,3480.00,21.99290,8.55069,1.23330,0.47950,20.75960,8.07119,0.73374
4,1,3540.00,22.02577,8.53654,1.21622,0.47137,20.80955,8.06517,0.73320
4,1,3600.00,22.01841,8.52602,1.19702,0.46351,20.82139,8.06250,0.73295
4,1,3660.00,21.99942,8.49923,1.18233,0.45678,20.81709,8.04245,0.73113
4,1,3720.00,22.04768,8.49310,1.16665,0.44941,20.88103,8.04369,0.73124
4,1,3780.00,21.96798,8.46174,1.14822,0.44228,20.81975,8.01946,0.72904
4,1,3840.00,21.94613,8.48126,1.12971,0.43658,20.81642,8.04468,0.73133
4,1,3900.00,21.93578,8.48746,1.11509,0.43145,20.82068,8.05600,0.73236
4,1,3960.00,21.86779,8.47653,1.09778,0.42553,20.77001,8.05100,0.73191
4,1,4020.00,21.84002,8.46437,1.08180,0.41927,20.75822,8.04510,0.73137
4,1,4080.00,21.70592,8.40573,1.06674,0.41310,20.63918,7.99263,0.72660
4,1,4140.00,21.70282,8.36135,1.05671,0.40711,20.64612,7.95424,0.72311
4,1,4200.00,21.56335,8.34296,1.03720,0.40130,20.52616,7.94167,0.72197
4,1,4260.00,21.56799,8.32849,1.02459,0.39565,20.54340,7.93284,0.72117
4,1,4320.00,21.52341,8.32538,1.00966,0.39054,20.51376,7.93483,0.72135
4,1,4380.00,21.52879,8.33135,1.02832,0.39795,20.50047,7.93340,0.72122
4,1,4440.00,21.48693,8.30925,1.01514,0.39257,20.47178,7.91668,0.71970
4,1,4500.00,21.51945,8.32564,1.01417,0.39237,20.50528,7.93327,0.72121
4,1,4560.00,21.60771,8.39194,1.07892,0.41903,20.52880,7.97292,0.72481
4,1,4620.00,21.54194,8.39296,1.06164,0.41363,20.48030,7.97934,0.72539
4,1,4680.00,21.51202,8.40256,1.04914,0.40979,20.46288,7.99277,0.72662
4,1,4740.00,21.52092,8.41768,1.03757,0.40583,20.48336,8.01184,0.72835
4,1,4800.00,21.42791,8.38813,1.02376,0.40076,20.40415,7.98737,0.72612
4,1,4860.00,21.45728,8.39307,1.01191,0.39581,20.44537,7.99725,0.72702
4,1,4920.00,21.41474,8.37438,0.99982,0.39099,20.41492,7.98340,0.72576
4,1,4980.00,21.39930,8.37065,0.98750,0.38627,20.41180,7.98438,0.72585
4,1,5040.00,21.39745,8.34670,0.97846,0.38168,20.41899,7.96503,0.72409
4,1,5100.00,21.39644,8.36559,0.98071,0.38344,20.41572,7.98215,0.72565
4,1,5160.00,21.38783,8.32716,0.97339,0.37898,20.41444,7.94818,0.72256
4,1,5220.00,21.48033,8.33700,0.97517,0.37848,20.50516,7.95852,0.72350
4,1,5280.00,21.52022,8.37169,0.98381,0.38272,20.53642,7.98898,0.72627
4,1,5340.00,21.49789,8.39786,1.03538,0.40446,20.46251,7.99341,0.72667
4,1,5400.00,21.53069,8.40893,1.05513,0.41209,20.47555,7.99684,0.72699
4,1,5460.00,21.50968,8.41084,1.04705,0.40942,20.46263,8.00141,0.72740
4,1,5520.00,21.50926,8.40498,1.03869,0.40588,20.47056,7.99910,0.72719
4,1,5580.00,21.40755,8.40189,1.02978,0.40416,20.37776,7.99772,0.72707
4,1,5640.00,21.39885,8.37363,1.02185,0.39986,20.37700,7.97376,0.72489
4,1,5700.00,21.39307,8.35831,1.01367,0.39604,20.37940,7.96227,0.72384
4,1,5760.00,21.40880,8.38883,1.06422,0.41701,20.34458,7.97183,0.72471
4,1,5820.00,21.36803,8.37832,1.06322,0.41688,20.30481,7.96144,0.72377
4,1,5880.00,21.27814,8.35565,1.05090,0.41267,20.22724,7.94298,0.72209
4,1,5940.00,21.37211,8.36175,1.07505,0.42061,20.29705,7.94114,0.72192
4,1,6000.00,21.34433,8.38477,1.09910,0.43176,20.24523,7.95300,0.72300
4,1,6060.00,21.30820,8.37208,1.08902,0.42788,20.21918,7.94420,0.72220
4,1,6120.00,21.27616,8.34359,1.08040,0.42369,20.19576,7.91991,0.71999
4,1,6180.00,21.26901,8.31832,1.07280,0.41957,20.19621,7.89874,0.71807
4,1,6240.00,21.35247,8.32541,1.06693,0.41600,20.28554,7.90941,0.71904
4,1,6300.00,21.33893,8.35605,1.09666,0.42944,20.24227,7.92661,0.72060
4,1,6360.00,21.28510,8.31658,1.08872,0.42539,20.19638,7.89120,0.71738
4,1,6420.00,21.37419,8.31995,1.08361,0.42180,20.29058,7.89816,0.71801
4,1,6480.00,21.36200,8.32063,1.07814,0.41994,20.28386,7.90069,0.71824
4,1,6540.00,21.40463,8.32293,1.07532,0.41813,20.32931,7.90481,0.71862
4,1,6600.00,21.34326,8.32064,1.07154,0.41774,20.27172,7.90290,0.71845
4,1,6660.00,21.34780,8.29231,1.06574,0.41398,20.28206,7.87833,0.71621
4,1,6720.00,21.40237,8.31890,1.08465,0.42159,20.31772,7.89730,0.71794
4,1,6780.00,21.35113,8.31057,1.07402,0.41805,20.27711,7.89252,0.71750
4,1,6840.00,21.50577,8.36650,1.14974,0.44729,20.35603,7.91921,0.71993
4,1,6900.00,21.53714,8.38388,1.15549,0.44980,20.38166,7.93408,0.72128
4,1,6960.00,21.49311,8.38417,1.14568,0.44691,20.34743,7.93725,0.72157
4,1,7020.00,21.44501,8.39166,1.13865,0.44556,20.30636,7.94609,0.72237
4,1,7080.00,21.45830,8.40450,1.14467,0.44833,20.31363,7.95617,0.72329
4,1,7140.00,21.55742,8.43578,1.16728,0.45678,20.39014,7.97900,0.72536
4,1,7200.00,21.68112,8.48876,1.24882,0.48895,20.43229,7.99981,0.72726
4,1,7260.00,21.79909,8.55449,1.34904,0.52940,20.45005,8.02510,0.72955
4,1,7320.00,21.73950,8.54434,1.33663,0.52534,20.40286,8.01899,0.72900
4,1,7380.00,21.75570,8.54309,1.32985,0.52221,20.42584,8.02088,0.72917
4,1,7440.00,21.77472,8.53721,1.32187,0.51826,20.45285,8.01895,0.72900
4,1,7500.00,21.72817,8.53483,1.30886,0.51412,20.41932,8.02071,0.72916
4,1,7560.00,21.65113,8.52298,1.29566,0.51004,20.35547,8.01295,0.72845
4,1,7620.00,21.61545,8.48165,1.28959,0.50602,20.32585,7.97563,0.72506
4,1,7680.00,21.59726,8.44768,1.28358,0.50207,20.31368,7.94561,0.72233
4,1,7740.00,21.57215,8.42262,1.27594,0.49818,20.29621,7.92444,0.72040
4,1,7800.00,21.52447,8.41662,1.26423,0.49434,20.26024,7.92227,0.72021
4,1,7860.00,21.49779,8.39672,1.25885,0.49169,20.23893,7.90503,0.71864
4,1,7920.00,21.47379,8.39430,1.25302,0.48982,20.22077,7.90448,0.71859
4,1,7980.00,21.46147,8.38826,1.24390,0.48618,20.21757,7.90208,0.71837
4,1,8040.00,21.40294,8.37483,1.23359,0.48269,20.16936,7.89214,0.71747
4,1,8100.00,21.46771,8.40156,1.24651,0.48783,20.22120,7.91373,0.71943
4,1,8160.00,21.39272,8.38406,1.23559,0.48424,20.15713,7.89982,0.71817
4,1,8220.00,21.39421,8.36769,1.22906,0.48071,20.16515,7.88698,0.71700
